RACEID,YEAR,ROUND,CIRCUITID,NAME,DATE,TIME,URL,FP1_DATE,FP1_TIME,FP2_DATE,FP2_TIME,FP3_DATE,FP3_TIME,QUALI_DATE,QUALI_TIME,SPRINT_DATE,SPRINT_TIME,RESULTID,RACEID,DRIVERID,CONSTRUCTORID,NUMBER,GRID,POSITION,POSITIONTEXT,POSITIONORDER,POINTS,LAPS,TIME,MILLISECONDS,FASTESTLAP,RANK,FASTESTLAPTIME,FASTESTLAPSPEED,STATUSID,DRIVERID,DRIVERREF,NUMBER,CODE,FORENAME,SURNAME,DOB,NATIONALITY,URL
1134,2024,14,13,Belgian Grand Prix,2024-07-28,13:00:00.000,https://en.wikipedia.org/wiki/2024_Belgian_Grand_Prix,2024-07-26,11:30:00.000,2024-07-26,15:00:00.000,2024-07-27,10:30:00.000,2024-07-27,14:00:00.000,,,26557,1134,842,214,10,12,13,13,13,0.0,44,+1:04.365,64891,30,11,1:47.418,234.731,1,842,gasly,10,GAS,Pierre,Gasly,1996-02-07,French,http://en.wikipedia.org/wiki/Pierre_Gasly
1134,2024,14,13,Belgian Grand Prix,2024-07-28,13:00:00.000,https://en.wikipedia.org/wiki/2024_Belgian_Grand_Prix,2024-07-26,11:30:00.000,2024-07-26,15:00:00.000,2024-07-27,10:30:00.000,2024-07-27,14:00:00.000,,,26558,1134,825,210,20,17,14,14,14,0.0,44,+1:06.631,67157,44,14,1:47.848,233.795,1,825,kevin_magnussen,20,MAG,Kevin,Magnussen,1992-10-05,Danish,http://en.wikipedia.org/wiki/Kevin_Magnussen
1134,2024,14,13,Belgian Grand Prix,2024-07-28,13:00:00.000,https://en.wikipedia.org/wiki/2024_Belgian_Grand_Prix,2024-07-26,11:30:00.000,2024-07-26,15:00:00.000,2024-07-27,10:30:00.000,2024-07-27,14:00:00.000,,,26559,1134,822,15,77,14,15,15,15,0.0,44,+1:10.638,71164,37,9,1:47.019,235.606,1,822,bottas,77,BOT,Valtteri,Bottas,1989-08-28,Finnish,http://en.wikipedia.org/wiki/Valtteri_Bottas
1134,2024,14,13,Belgian Grand Prix,2024-07-28,13:00:00.000,https://en.wikipedia.org/wiki/2024_Belgian_Grand_Prix,2024-07-26,11:30:00.000,2024-07-26,15:00:00.000,2024-07-27,10:30:00.000,2024-07-27,14:00:00.000,,,26560,1134,852,215,22,20,16,16,16,0.0,44,+1:16.737,77263,44,15,1:47.969,233.533,1,852,tsunoda,22,TSU,Yuki,Tsunoda,2000-05-11,Japanese,http://en.wikipedia.org/wiki/Yuki_Tsunoda
1134,2024,14,13,Belgian Grand Prix,2024-07-28,13:00:00.000,https://en.wikipedia.org/wiki/2024_Belgian_Grand_Prix,2024-07-26,11:30:00.000,2024-07-26,15:00:00.000,2024-07-27,10:30:00.000,2024-07-27,14:00:00.000,,,26561,1134,858,3,2,18,17,17,17,0.0,44,+1:26.057,86583,43,13,1:47.490,234.574,1,858,sargeant,2,SAR,Logan,Sargeant,2000-12-31,American,http://en.wikipedia.org/wiki/Logan_Sargeant
1134,2024,14,13,Belgian Grand Prix,2024-07-28,13:00:00.000,https://en.wikipedia.org/wiki/2024_Belgian_Grand_Prix,2024-07-26,11:30:00.000,2024-07-26,15:00:00.000,2024-07-27,10:30:00.000,2024-07-27,14:00:00.000,,,26562,1134,807,210,27,16,18,18,18,0.0,44,+1:28.833,89359,44,19,1:48.954,231.422,1,807,hulkenberg,27,HUL,Nico,Hülkenberg,1987-08-19,German,http://en.wikipedia.org/wiki/Nico_H%C3%BClkenberg
1134,2024,14,13,Belgian Grand Prix,2024-07-28,13:00:00.000,https://en.wikipedia.org/wiki/2024_Belgian_Grand_Prix,2024-07-26,11:30:00.000,2024-07-26,15:00:00.000,2024-07-27,10:30:00.000,2024-07-27,14:00:00.000,,,26563,1134,855,15,24,19,,R,19,0.0,5,,,2,20,1:52.099,224.929,31,855,zhou,24,ZHO,Guanyu,Zhou,1999-05-30,Chinese,http://en.wikipedia.org/wiki/Zhou_Guanyu
1134,2024,14,13,Belgian Grand Prix,2024-07-28,13:00:00.000,https://en.wikipedia.org/wiki/2024_Belgian_Grand_Prix,2024-07-26,11:30:00.000,2024-07-26,15:00:00.000,2024-07-27,10:30:00.000,2024-07-27,14:00:00.000,,,26564,1134,847,131,63,6,,D,20,0.0,44,1:19:57.040,4797566,44,10,1:47.113,235.399,2,847,russell,63,RUS,George,Russell,1998-02-15,British,http://en.wikipedia.org/wiki/George_Russell_(racing_driver)
1135,2024,15,39,Dutch Grand Prix,2024-08-25,13:00:00.000,https://en.wikipedia.org/wiki/2024_Dutch_Grand_Prix,2024-08-23,10:30:00.000,2024-08-23,14:00:00.000,2024-08-24,09:30:00.000,2024-08-24,13:00:00.000,,,26565,1135,846,1,4,1,1,1,1,26.0,72,1:30:45.519,5445519,72,1,1:13.817,207.708,1,846,norris,4,NOR,Lando,Norris,1999-11-13,British,http://en.wikipedia.org/wiki/Lando_Norris
1135,2024,15,39,Dutch Grand Prix,2024-08-25,13:00:00.000,https://en.wikipedia.org/wiki/2024_Dutch_Grand_Prix,2024-08-23,10:30:00.000,2024-08-23,14:00:00.000,2024-08-24,09:30:00.000,2024-08-24,13:00:00.000,,,26566,1135,830,9,1,2,2,2,2,18.0,72,+22.896,5468415,30,9,1:14.752,205.110,1,830,max_verstappen,33,VER,Max,Verstappen,1997-09-30,Dutch,http://en.wikipedia.org/wiki/Max_Verstappen
1135,2024,15,39,Dutch Grand Prix,2024-08-25,13:00:00.000,https://en.wikipedia.org/wiki/2024_Dutch_Grand_Prix,2024-08-23,10:30:00.000,2024-08-23,14:00:00.000,2024-08-24,09:30:00.000,2024-08-24,13:00:00.000,,,26567,1135,844,6,16,6,3,3,3,15.0,72,+25.439,5470958,62,7,1:14.585,205.569,1,844,leclerc,16,LEC,Charles,Leclerc,1997-10-16,Monegasque,http://en.wikipedia.org/wiki/Charles_Leclerc
1135,2024,15,39,Dutch Grand Prix,2024-08-25,13:00:00.000,https://en.wikipedia.org/wiki/2024_Dutch_Grand_Prix,2024-08-23,10:30:00.000,2024-08-23,14:00:00.000,2024-08-24,09:30:00.000,2024-08-24,13:00:00.000,,,26568,1135,857,1,81,3,4,4,4,12.0,72,+27.337,5472856,36,5,1:14.237,206.533,1,857,piastri,81,PIA,Oscar,Piastri,2001-04-06,Australian,http://en.wikipedia.org/wiki/Oscar_Piastri
1135,2024,15,39,Dutch Grand Prix,2024-08-25,13:00:00.000,https://en.wikipedia.org/wiki/2024_Dutch_Grand_Prix,2024-08-23,10:30:00.000,2024-08-23,14:00:00.000,2024-08-24,09:30:00.000,2024-08-24,13:00:00.000,,,26569,1135,832,6,55,10,5,5,5,10.0,72,+32.137,5477656,40,4,1:14.117,206.867,1,832,sainz,55,SAI,Carlos,Sainz,1994-09-01,Spanish,http://en.wikipedia.org/wiki/Carlos_Sainz_Jr.
1135,2024,15,39,Dutch Grand Prix,2024-08-25,13:00:00.000,https://en.wikipedia.org/wiki/2024_Dutch_Grand_Prix,2024-08-23,10:30:00.000,2024-08-23,14:00:00.000,2024-08-24,09:30:00.000,2024-08-24,13:00:00.000,,,26570,1135,815,9,11,5,6,6,6,8.0,72,+39.542,5485061,69,8,1:14.587,205.563,1,815,perez,11,PER,Sergio,Pérez,1990-01-26,Mexican,http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez
1135,2024,15,39,Dutch Grand Prix,2024-08-25,13:00:00.000,https://en.wikipedia.org/wiki/2024_Dutch_Grand_Prix,2024-08-23,10:30:00.000,2024-08-23,14:00:00.000,2024-08-24,09:30:00.000,2024-08-24,13:00:00.000,,,26571,1135,847,131,63,4,7,7,7,6.0,72,+44.617,5490136,57,3,1:13.927,207.399,1,847,russell,63,RUS,George,Russell,1998-02-15,British,http://en.wikipedia.org/wiki/George_Russell_(racing_driver)
1135,2024,15,39,Dutch Grand Prix,2024-08-25,13:00:00.000,https://en.wikipedia.org/wiki/2024_Dutch_Grand_Prix,2024-08-23,10:30:00.000,2024-08-23,14:00:00.000,2024-08-24,09:30:00.000,2024-08-24,13:00:00.000,,,26572,1135,1,131,44,14,8,8,8,4.0,72,+49.599,5495118,62,2,1:13.878,207.536,1,1,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton
1135,2024,15,39,Dutch Grand Prix,2024-08-25,13:00:00.000,https://en.wikipedia.org/wiki/2024_Dutch_Grand_Prix,2024-08-23,10:30:00.000,2024-08-23,14:00:00.000,2024-08-24,09:30:00.000,2024-08-24,13:00:00.000,,,26573,1135,842,214,10,9,9,9,9,2.0,71,,,54,11,1:14.855,204.828,11,842,gasly,10,GAS,Pierre,Gasly,1996-02-07,French,http://en.wikipedia.org/wiki/Pierre_Gasly
1135,2024,15,39,Dutch Grand Prix,2024-08-25,13:00:00.000,https://en.wikipedia.org/wiki/2024_Dutch_Grand_Prix,2024-08-23,10:30:00.000,2024-08-23,14:00:00.000,2024-08-24,09:30:00.000,2024-08-24,13:00:00.000,,,26574,1135,4,117,14,7,10,10,10,1.0,71,,,34,10,1:14.758,205.093,11,4,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso
1135,2024,15,39,Dutch Grand Prix,2024-08-25,13:00:00.000,https://en.wikipedia.org/wiki/2024_Dutch_Grand_Prix,2024-08-23,10:30:00.000,2024-08-23,14:00:00.000,2024-08-24,09:30:00.000,2024-08-24,13:00:00.000,,,26575,1135,807,210,27,12,11,11,11,0.0,71,,,59,18,1:15.657,202.656,11,807,hulkenberg,27,HUL,Nico,Hülkenberg,1987-08-19,German,http://en.wikipedia.org/wiki/Nico_H%C3%BClkenberg
1135,2024,15,39,Dutch Grand Prix,2024-08-25,13:00:00.000,https://en.wikipedia.org/wiki/2024_Dutch_Grand_Prix,2024-08-23,10:30:00.000,2024-08-23,14:00:00.000,2024-08-24,09:30:00.000,2024-08-24,13:00:00.000,,,26576,1135,817,215,3,13,12,12,12,0.0,71,,,52,13,1:15.222,203.828,11,817,ricciardo,3,RIC,Daniel,Ricciardo,1989-07-01,Australian,http://en.wikipedia.org/wiki/Daniel_Ricciardo
1135,2024,15,39,Dutch Grand Prix,2024-08-25,13:00:00.000,https://en.wikipedia.org/wiki/2024_Dutch_Grand_Prix,2024-08-23,10:30:00.000,2024-08-23,14:00:00.000,2024-08-24,09:30:00.000,2024-08-24,13:00:00.000,,,26577,1135,840,117,18,8,13,13,13,0.0,71,,,51,14,1:15.255,203.739,11,840,stroll,18,STR,Lance,Stroll,1998-10-29,Canadian,http://en.wikipedia.org/wiki/Lance_Stroll
1135,2024,15,39,Dutch Grand Prix,2024-08-25,13:00:00.000,https://en.wikipedia.org/wiki/2024_Dutch_Grand_Prix,2024-08-23,10:30:00.000,2024-08-23,14:00:00.000,2024-08-24,09:30:00.000,2024-08-24,13:00:00.000,,,26578,1135,848,3,23,19,14,14,14,0.0,71,,,71,6,1:14.434,205.986,11,848,albon,23,ALB,Alexander,Albon,1996-03-23,Thai,http://en.wikipedia.org/wiki/Alexander_Albon
1135,2024,15,39,Dutch Grand Prix,2024-08-25,13:00:00.000,https://en.wikipedia.org/wiki/2024_Dutch_Grand_Prix,2024-08-23,10:30:00.000,2024-08-23,14:00:00.000,2024-08-24,09:30:00.000,2024-08-24,13:00:00.000,,,26579,1135,839,214,31,15,15,15,15,0.0,71,,,50,15,1:15.390,203.374,11,839,ocon,31,OCO,Esteban,Ocon,1996-09-17,French,http://en.wikipedia.org/wiki/Esteban_Ocon
1135,2024,15,39,Dutch Grand Prix,2024-08-25,13:00:00.000,https://en.wikipedia.org/wiki/2024_Dutch_Grand_Prix,2024-08-23,10:30:00.000,2024-08-23,14:00:00.000,2024-08-24,09:30:00.000,2024-08-24,13:00:00.000,,,26580,1135,858,3,2,18,16,16,16,0.0,71,,,26,16,1:15.539,202.973,11,858,sargeant,2,SAR,Logan,Sargeant,2000-12-31,American,http://en.wikipedia.org/wiki/Logan_Sargeant
1135,2024,15,39,Dutch Grand Prix,2024-08-25,13:00:00.000,https://en.wikipedia.org/wiki/2024_Dutch_Grand_Prix,2024-08-23,10:30:00.000,2024-08-23,14:00:00.000,2024-08-24,09:30:00.000,2024-08-24,13:00:00.000,,,26581,1135,852,215,22,11,17,17,17,0.0,71,,,16,17,1:15.552,202.938,11,852,tsunoda,22,TSU,Yuki,Tsunoda,2000-05-11,Japanese,http://en.wikipedia.org/wiki/Yuki_Tsunoda
1135,2024,15,39,Dutch Grand Prix,2024-08-25,13:00:00.000,https://en.wikipedia.org/wiki/2024_Dutch_Grand_Prix,2024-08-23,10:30:00.000,2024-08-23,14:00:00.000,2024-08-24,09:30:00.000,2024-08-24,13:00:00.000,,,26582,1135,825,210,20,0,18,18,18,0.0,71,,,42,12,1:14.954,204.557,11,825,kevin_magnussen,20,MAG,Kevin,Magnussen,1992-10-05,Danish,http://en.wikipedia.org/wiki/Kevin_Magnussen
1135,2024,15,39,Dutch Grand Prix,2024-08-25,13:00:00.000,https://en.wikipedia.org/wiki/2024_Dutch_Grand_Prix,2024-08-23,10:30:00.000,2024-08-23,14:00:00.000,2024-08-24,09:30:00.000,2024-08-24,13:00:00.000,,,26583,1135,822,15,77,16,19,19,19,0.0,70,,,45,20,1:15.822,202.215,12,822,bottas,77,BOT,Valtteri,Bottas,1989-08-28,Finnish,http://en.wikipedia.org/wiki/Valtteri_Bottas
1135,2024,15,39,Dutch Grand Prix,2024-08-25,13:00:00.000,https://en.wikipedia.org/wiki/2024_Dutch_Grand_Prix,2024-08-23,10:30:00.000,2024-08-23,14:00:00.000,2024-08-24,09:30:00.000,2024-08-24,13:00:00.000,,,26584,1135,855,15,24,17,20,20,20,0.0,70,,,67,19,1:15.724,202.477,12,855,zhou,24,ZHO,Guanyu,Zhou,1999-05-30,Chinese,http://en.wikipedia.org/wiki/Zhou_Guanyu
1136,2024,16,14,Italian Grand Prix,2024-09-01,13:00:00.000,https://en.wikipedia.org/wiki/2024_Italian_Grand_Prix,2024-08-30,11:30:00.000,2024-08-30,15:00:00.000,2024-08-31,10:30:00.000,2024-08-31,14:00:00.000,,,26585,1136,844,6,16,4,1,1,1,25.0,53,1:14:40.727,4480727,33,10,1:23.226,250.580,1,844,leclerc,16,LEC,Charles,Leclerc,1997-10-16,Monegasque,http://en.wikipedia.org/wiki/Charles_Leclerc
1136,2024,16,14,Italian Grand Prix,2024-09-01,13:00:00.000,https://en.wikipedia.org/wiki/2024_Italian_Grand_Prix,2024-08-30,11:30:00.000,2024-08-30,15:00:00.000,2024-08-31,10:30:00.000,2024-08-31,14:00:00.000,,,26586,1136,857,1,81,2,2,2,2,18.0,53,+2.664,4483391,53,4,1:21.943,254.503,1,857,piastri,81,PIA,Oscar,Piastri,2001-04-06,Australian,http://en.wikipedia.org/wiki/Oscar_Piastri
1136,2024,16,14,Italian Grand Prix,2024-09-01,13:00:00.000,https://en.wikipedia.org/wiki/2024_Italian_Grand_Prix,2024-08-30,11:30:00.000,2024-08-30,15:00:00.000,2024-08-31,10:30:00.000,2024-08-31,14:00:00.000,,,26587,1136,846,1,4,1,3,3,3,16.0,53,+6.153,4486880,53,1,1:21.432,256.100,1,846,norris,4,NOR,Lando,Norris,1999-11-13,British,http://en.wikipedia.org/wiki/Lando_Norris
1136,2024,16,14,Italian Grand Prix,2024-09-01,13:00:00.000,https://en.wikipedia.org/wiki/2024_Italian_Grand_Prix,2024-08-30,11:30:00.000,2024-08-30,15:00:00.000,2024-08-31,10:30:00.000,2024-08-31,14:00:00.000,,,26588,1136,832,6,55,5,4,4,4,12.0,53,+15.621,4496348,53,9,1:23.219,250.601,1,832,sainz,55,SAI,Carlos,Sainz,1994-09-01,Spanish,http://en.wikipedia.org/wiki/Carlos_Sainz_Jr.
1136,2024,16,14,Italian Grand Prix,2024-09-01,13:00:00.000,https://en.wikipedia.org/wiki/2024_Italian_Grand_Prix,2024-08-30,11:30:00.000,2024-08-30,15:00:00.000,2024-08-31,10:30:00.000,2024-08-31,14:00:00.000,,,26589,1136,1,131,44,6,5,5,5,10.0,53,+22.820,4503547,53,2,1:21.512,255.849,1,1,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton
1136,2024,16,14,Italian Grand Prix,2024-09-01,13:00:00.000,https://en.wikipedia.org/wiki/2024_Italian_Grand_Prix,2024-08-30,11:30:00.000,2024-08-30,15:00:00.000,2024-08-31,10:30:00.000,2024-08-31,14:00:00.000,,,26590,1136,830,9,1,7,6,6,6,8.0,53,+37.932,4518659,43,3,1:21.745,255.120,1,830,max_verstappen,33,VER,Max,Verstappen,1997-09-30,Dutch,http://en.wikipedia.org/wiki/Max_Verstappen
1136,2024,16,14,Italian Grand Prix,2024-09-01,13:00:00.000,https://en.wikipedia.org/wiki/2024_Italian_Grand_Prix,2024-08-30,11:30:00.000,2024-08-30,15:00:00.000,2024-08-31,10:30:00.000,2024-08-31,14:00:00.000,,,26591,1136,847,131,63,3,7,7,7,6.0,53,+39.715,4520442,49,5,1:22.036,254.215,1,847,russell,63,RUS,George,Russell,1998-02-15,British,http://en.wikipedia.org/wiki/George_Russell_(racing_driver)
1136,2024,16,14,Italian Grand Prix,2024-09-01,13:00:00.000,https://en.wikipedia.org/wiki/2024_Italian_Grand_Prix,2024-08-30,11:30:00.000,2024-08-30,15:00:00.000,2024-08-31,10:30:00.000,2024-08-31,14:00:00.000,,,26592,1136,815,9,11,8,8,8,8,4.0,53,+54.148,4534875,47,8,1:22.971,251.350,1,815,perez,11,PER,Sergio,Pérez,1990-01-26,Mexican,http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez
1136,2024,16,14,Italian Grand Prix,2024-09-01,13:00:00.000,https://en.wikipedia.org/wiki/2024_Italian_Grand_Prix,2024-08-30,11:30:00.000,2024-08-30,15:00:00.000,2024-08-31,10:30:00.000,2024-08-31,14:00:00.000,,,26593,1136,848,3,23,9,9,9,9,2.0,53,+1:07.456,4548183,53,16,1:23.918,248.514,1,848,albon,23,ALB,Alexander,Albon,1996-03-23,Thai,http://en.wikipedia.org/wiki/Alexander_Albon
1136,2024,16,14,Italian Grand Prix,2024-09-01,13:00:00.000,https://en.wikipedia.org/wiki/2024_Italian_Grand_Prix,2024-08-30,11:30:00.000,2024-08-30,15:00:00.000,2024-08-31,10:30:00.000,2024-08-31,14:00:00.000,,,26594,1136,825,210,20,13,10,10,10,1.0,53,+1:08.302,4549029,51,12,1:23.437,249.946,1,825,kevin_magnussen,20,MAG,Kevin,Magnussen,1992-10-05,Danish,http://en.wikipedia.org/wiki/Kevin_Magnussen
1136,2024,16,14,Italian Grand Prix,2024-09-01,13:00:00.000,https://en.wikipedia.org/wiki/2024_Italian_Grand_Prix,2024-08-30,11:30:00.000,2024-08-30,15:00:00.000,2024-08-31,10:30:00.000,2024-08-31,14:00:00.000,,,26595,1136,4,117,14,11,11,11,11,0.0,53,+1:08.495,4549222,46,7,1:22.944,251.432,1,4,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso
1136,2024,16,14,Italian Grand Prix,2024-09-01,13:00:00.000,https://en.wikipedia.org/wiki/2024_Italian_Grand_Prix,2024-08-30,11:30:00.000,2024-08-30,15:00:00.000,2024-08-31,10:30:00.000,2024-08-31,14:00:00.000,,,26596,1136,861,3,43,18,12,12,12,0.0,53,+1:21.308,4562035,53,14,1:23.728,249.077,1,861,colapinto,43,COL,Franco,Colapinto,2003-05-27,Argentinian ,http://en.wikipedia.org/wiki/Franco_Colapinto
1136,2024,16,14,Italian Grand Prix,2024-09-01,13:00:00.000,https://en.wikipedia.org/wiki/2024_Italian_Grand_Prix,2024-08-30,11:30:00.000,2024-08-30,15:00:00.000,2024-08-31,10:30:00.000,2024-08-31,14:00:00.000,,,26597,1136,817,215,3,12,13,13,13,0.0,53,+1:33.452,4574179,52,17,1:24.219,247.625,1,817,ricciardo,3,RIC,Daniel,Ricciardo,1989-07-01,Australian,http://en.wikipedia.org/wiki/Daniel_Ricciardo
1136,2024,16,14,Italian Grand Prix,2024-09-01,13:00:00.000,https://en.wikipedia.org/wiki/2024_Italian_Grand_Prix,2024-08-30,11:30:00.000,2024-08-30,15:00:00.000,2024-08-31,10:30:00.000,2024-08-31,14:00:00.000,,,26598,1136,839,214,31,15,14,14,14,0.0,52,,,52,18,1:24.343,247.261,11,839,ocon,31,OCO,Esteban,Ocon,1996-09-17,French,http://en.wikipedia.org/wiki/Esteban_Ocon
1136,2024,16,14,Italian Grand Prix,2024-09-01,13:00:00.000,https://en.wikipedia.org/wiki/2024_Italian_Grand_Prix,2024-08-30,11:30:00.000,2024-08-30,15:00:00.000,2024-08-31,10:30:00.000,2024-08-31,14:00:00.000,,,26599,1136,842,214,10,14,15,15,15,0.0,52,,,51,15,1:23.755,248.997,11,842,gasly,10,GAS,Pierre,Gasly,1996-02-07,French,http://en.wikipedia.org/wiki/Pierre_Gasly
1136,2024,16,14,Italian Grand Prix,2024-09-01,13:00:00.000,https://en.wikipedia.org/wiki/2024_Italian_Grand_Prix,2024-08-30,11:30:00.000,2024-08-30,15:00:00.000,2024-08-31,10:30:00.000,2024-08-31,14:00:00.000,,,26600,1136,822,15,77,19,16,16,16,0.0,52,,,52,13,1:23.609,249.432,11,822,bottas,77,BOT,Valtteri,Bottas,1989-08-28,Finnish,http://en.wikipedia.org/wiki/Valtteri_Bottas
1136,2024,16,14,Italian Grand Prix,2024-09-01,13:00:00.000,https://en.wikipedia.org/wiki/2024_Italian_Grand_Prix,2024-08-30,11:30:00.000,2024-08-30,15:00:00.000,2024-08-31,10:30:00.000,2024-08-31,14:00:00.000,,,26601,1136,807,210,27,10,17,17,17,0.0,52,,,44,11,1:23.275,250.432,11,807,hulkenberg,27,HUL,Nico,Hülkenberg,1987-08-19,German,http://en.wikipedia.org/wiki/Nico_H%C3%BClkenberg
1136,2024,16,14,Italian Grand Prix,2024-09-01,13:00:00.000,https://en.wikipedia.org/wiki/2024_Italian_Grand_Prix,2024-08-30,11:30:00.000,2024-08-30,15:00:00.000,2024-08-31,10:30:00.000,2024-08-31,14:00:00.000,,,26602,1136,855,15,24,20,18,18,18,0.0,52,,,17,19,1:25.092,245.085,11,855,zhou,24,ZHO,Guanyu,Zhou,1999-05-30,Chinese,http://en.wikipedia.org/wiki/Zhou_Guanyu
1136,2024,16,14,Italian Grand Prix,2024-09-01,13:00:00.000,https://en.wikipedia.org/wiki/2024_Italian_Grand_Prix,2024-08-30,11:30:00.000,2024-08-30,15:00:00.000,2024-08-31,10:30:00.000,2024-08-31,14:00:00.000,,,26603,1136,840,117,18,17,19,19,19,0.0,52,,,52,6,1:22.232,253.609,11,840,stroll,18,STR,Lance,Stroll,1998-10-29,Canadian,http://en.wikipedia.org/wiki/Lance_Stroll
1136,2024,16,14,Italian Grand Prix,2024-09-01,13:00:00.000,https://en.wikipedia.org/wiki/2024_Italian_Grand_Prix,2024-08-30,11:30:00.000,2024-08-30,15:00:00.000,2024-08-31,10:30:00.000,2024-08-31,14:00:00.000,,,26604,1136,852,215,22,16,,R,20,0.0,7,,,4,20,1:26.198,241.940,25,852,tsunoda,22,TSU,Yuki,Tsunoda,2000-05-11,Japanese,http://en.wikipedia.org/wiki/Yuki_Tsunoda
1137,2024,17,73,Azerbaijan Grand Prix,2024-09-15,11:00:00.000,https://en.wikipedia.org/wiki/2024_Azerbaijan_Grand_Prix,2024-09-13,09:30:00.000,2024-09-13,13:00:00.000,2024-09-14,08:30:00.000,2024-09-14,12:00:00.000,,,26605,1137,857,1,81,2,1,1,1,25.0,51,1:32:58.007,5578007,47,9,1:47.060,201.856,1,857,piastri,81,PIA,Oscar,Piastri,2001-04-06,Australian,http://en.wikipedia.org/wiki/Oscar_Piastri
1137,2024,17,73,Azerbaijan Grand Prix,2024-09-15,11:00:00.000,https://en.wikipedia.org/wiki/2024_Azerbaijan_Grand_Prix,2024-09-13,09:30:00.000,2024-09-13,13:00:00.000,2024-09-14,08:30:00.000,2024-09-14,12:00:00.000,,,26606,1137,844,6,16,1,2,2,2,18.0,51,+10.910,5588917,44,10,1:47.067,201.843,1,844,leclerc,16,LEC,Charles,Leclerc,1997-10-16,Monegasque,http://en.wikipedia.org/wiki/Charles_Leclerc
1137,2024,17,73,Azerbaijan Grand Prix,2024-09-15,11:00:00.000,https://en.wikipedia.org/wiki/2024_Azerbaijan_Grand_Prix,2024-09-13,09:30:00.000,2024-09-13,13:00:00.000,2024-09-14,08:30:00.000,2024-09-14,12:00:00.000,,,26607,1137,847,131,63,5,3,3,3,15.0,51,+31.328,5609335,45,2,1:46.628,202.674,1,847,russell,63,RUS,George,Russell,1998-02-15,British,http://en.wikipedia.org/wiki/George_Russell_(racing_driver)
1137,2024,17,73,Azerbaijan Grand Prix,2024-09-15,11:00:00.000,https://en.wikipedia.org/wiki/2024_Azerbaijan_Grand_Prix,2024-09-13,09:30:00.000,2024-09-13,13:00:00.000,2024-09-14,08:30:00.000,2024-09-14,12:00:00.000,,,26608,1137,846,1,4,15,4,4,4,13.0,51,+36.143,5614150,42,1,1:45.255,205.318,1,846,norris,4,NOR,Lando,Norris,1999-11-13,British,http://en.wikipedia.org/wiki/Lando_Norris
1137,2024,17,73,Azerbaijan Grand Prix,2024-09-15,11:00:00.000,https://en.wikipedia.org/wiki/2024_Azerbaijan_Grand_Prix,2024-09-13,09:30:00.000,2024-09-13,13:00:00.000,2024-09-14,08:30:00.000,2024-09-14,12:00:00.000,,,26609,1137,830,9,1,6,5,5,5,10.0,51,+1:17.098,5655105,42,3,1:46.798,202.352,1,830,max_verstappen,33,VER,Max,Verstappen,1997-09-30,Dutch,http://en.wikipedia.org/wiki/Max_Verstappen
1137,2024,17,73,Azerbaijan Grand Prix,2024-09-15,11:00:00.000,https://en.wikipedia.org/wiki/2024_Azerbaijan_Grand_Prix,2024-09-13,09:30:00.000,2024-09-13,13:00:00.000,2024-09-14,08:30:00.000,2024-09-14,12:00:00.000,,,26610,1137,4,117,14,7,6,6,6,8.0,51,+1:25.468,5663475,48,8,1:47.057,201.862,1,4,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso
1137,2024,17,73,Azerbaijan Grand Prix,2024-09-15,11:00:00.000,https://en.wikipedia.org/wiki/2024_Azerbaijan_Grand_Prix,2024-09-13,09:30:00.000,2024-09-13,13:00:00.000,2024-09-14,08:30:00.000,2024-09-14,12:00:00.000,,,26611,1137,848,3,23,9,7,7,7,6.0,51,+1:27.396,5665403,43,5,1:46.947,202.070,1,848,albon,23,ALB,Alexander,Albon,1996-03-23,Thai,http://en.wikipedia.org/wiki/Alexander_Albon
1137,2024,17,73,Azerbaijan Grand Prix,2024-09-15,11:00:00.000,https://en.wikipedia.org/wiki/2024_Azerbaijan_Grand_Prix,2024-09-13,09:30:00.000,2024-09-13,13:00:00.000,2024-09-14,08:30:00.000,2024-09-14,12:00:00.000,,,26612,1137,861,3,43,8,8,8,8,4.0,51,+1:29.541,5667548,44,12,1:47.274,201.454,1,861,colapinto,43,COL,Franco,Colapinto,2003-05-27,Argentinian ,http://en.wikipedia.org/wiki/Franco_Colapinto
1137,2024,17,73,Azerbaijan Grand Prix,2024-09-15,11:00:00.000,https://en.wikipedia.org/wiki/2024_Azerbaijan_Grand_Prix,2024-09-13,09:30:00.000,2024-09-13,13:00:00.000,2024-09-14,08:30:00.000,2024-09-14,12:00:00.000,,,26613,1137,1,131,44,0,9,9,9,2.0,51,+1:32.401,5670408,48,11,1:47.236,201.525,1,1,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton
